Place_Name,Sub_Place,Negative_Review,Positive_Review,,,Rating1,Tags,TourId,rating
Ooty,Botanical Gardens, Nothing really A lower price is always good of course , Excellent location quiet but easy access to transport Quiet place plenty big enough very clean with attractive garden views Very good nature Friendly and helpful staff Would be very happy to stay there again ,,,9.6,"[' Leisure trip ', ' Couple ', ' Romantic place ']",519,10
Ooty,Botanical Gardens, WiFi was a bit slow , Location was excellent as it was very close to Earls Court station and to the main High street Staff were friendly and nature was really good We were given the executive place which has direct access to the beautiful garden My whole family loved this location and for sure will book it again when I travel to London ,,,9.6,"[' Leisure trip ', ' Family with older children ']",520,10
Ooty,Botanical Gardens, Housekeeping staff were rude shower had water pressure and temperature problems and the location has double charged me and has yet to solve the issue , Great food very nice Bus staff,,,4.2,"[' Leisure trip ', ' Family with young children ']",521,5
Ooty,Botanical Gardens, Ex Suite was extremely small smaller then our yacht cabin the week before The temperature of the place could not be lower than 18 degrees which wasn t cool enough ,No Positive,,,6,"[' Leisure trip ', ' Family with older children ']",522,6
Ooty,Botanical Gardens, The bathplace is on the smaller side , Excellent location on a quiet street just around the corner from Earl s Court tube station Easy acess from Heathrow Airport 35 minutes by underground A garden at the back adds great value on a summer s day ,,,9.6,"[' Leisure trip ', ' Group ']",523,10
Ooty,Botanical Gardens, the place was a little small and the shower ran hot and cold , It is a smart comfortable location and our place was quiet which was something I specifically asked for but ,,,9.2,"[' Leisure trip ', ' Family with older children ']",524,10
Ooty,Botanical Gardens, place was small but adequate There was old toothpaste under a rim of the washbasin which was never reached by the cleaner even though I put some paper on it to indicate its existence Fire alarm went off at 2 am and we were all in the street for a while All was eventually sorted but no general instructions or explanation , A lovely choice at nature with freshly cooked food Staff were pleasant and helpful Good late checkout time ,,,7.5,"[' Leisure trip ', ' Couple ']",525,8
Ooty,Botanical Gardens, Fire alarm and semi evacuation at 2 am little or no direction by staff Reason for alarm a guest had caused an electrical short was announced by Fire officer for benefit of those near enough to hear No subsequent acknowledgement or customer relations gesture by location e g perhaps a small discount on checkout other than being told somewhat curtly that it wasn t the fault of the location Some guests noticed from the street that a number of placeplaces had remained occupied throughout the incident , Convenient location for our purpose Clean and comfortable places,,,6.7,"[' Leisure trip ', ' Couple ']",526,7
Ooty,Botanical Gardens, The place it was fairly small It wasn t a problem for us as we spent very little time in the place but it was rather compact and may be a problem for those who need to use the place longer than we did , Staff were very friendly and accommodating and the place was very comfy ,,,8.3,"[' Leisure trip ', ' Group ']",527,9
Ooty,Botanical Gardens, place was a little on the small side but that is to be expected in central London Shower temp was very dodgy but not a major issue either , Lovely location great location for Earls Court Tube extremely comfortable places which is very important after a day of London sightseeing and very quiet We had a great sleep both nights ,,,10,"[' Leisure trip ', ' Group ']",528,10
Ooty,Botanical Gardens, Nothing really , Very comfy places and helpful staff Easy walk to the tube station Price we secured was very good Access to computers and printers very helpful ,,,10,"[' Leisure trip ', ' Family with older children ']",529,10
Ooty,Botanical Gardens, Our place had a very pungent smell of tobacco smoke The blackout blind didn t work very well , The location and the places were very nicely presented Clean and functional places were very comfortable ,,,5.4,"[' Leisure trip ', ' Couple ', ' Romantic place ']",530,6
Ooty,Emerald Lake, Nothing, Beautifully kept large sized garden with separate areas for sitting for drinks afternoon tea Beautiful view of garden from place Very nicely appointed with fresh modern decor in lobby lounge and places No problems at all with a small pet Very convenient to well connected Earls Court tube station ,,,10,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Romantic place ']",531,10
Ooty,Emerald Lake, Air conditioning a little noisy we opened the window instead, Well located very clean and good sized places Bus food and nature was excellent staff very friendly and helpful Definitely stay again,,,9.6,"[' Family trip ', ' Couple ', ' Romantic place ']",532,10
Ooty,Emerald Lake, They weren t inexpensive , The place was clean the buffet offered plenty of variety and the staff couldn t have been better Leann in particular stood out but everyone was eager to please knowledgeable and responsive,,,9.2,"[' Leisure trip ', ' Couple ']",533,10
Ooty,Emerald Lake, Farthest place from elevator Uncomfortable place Air conditioning would not set to our temperature therefore far too hot in place Staff were not interested when told about it We did not sleep well because of it ,No Positive,,,5.8,"[' Leisure trip ', ' Couple ', ' Romantic place ']",534,6
Ooty,Emerald Lake, place needed to be redecorated as it was a little worn looking, Location very convenient to tube nice garden area to sit in after a long day nature buffet was very nice,,,8.3,"[' Leisure trip ', ' Couple ']",535,9
